LAMMPS data file generated with write_lammps_data. Ask author for the file m.f.dopke@tudelft.nl

362 atoms
1 atom types

-15.0000  15.0000 xlo xhi
-15.0000  15.0000 ylo yhi
-15.0000  15.0000 zlo zhi

Atoms

1      1       -13.125  -13.125  -13.125
2      1        -9.375  -13.125  -13.125
3      1        -5.625  -13.125  -13.125
4      1        -1.875  -13.125  -13.125
5      1         1.875  -13.125  -13.125
6      1         5.625  -13.125  -13.125
7      1         9.375  -13.125  -13.125
8      1        13.125  -13.125  -13.125
9      1       -13.125   -9.375  -13.125
10     1        -9.375   -9.375  -13.125
11     1        -5.625   -9.375  -13.125
12     1        -1.875   -9.375  -13.125
13     1         1.875   -9.375  -13.125
14     1         5.625   -9.375  -13.125
15     1         9.375   -9.375  -13.125
16     1        13.125   -9.375  -13.125
17     1       -13.125   -5.625  -13.125
18     1        -9.375   -5.625  -13.125
19     1        -5.625   -5.625  -13.125
20     1        -1.875   -5.625  -13.125
21     1         1.875   -5.625  -13.125
22     1         5.625   -5.625  -13.125
23     1         9.375   -5.625  -13.125
24     1        13.125   -5.625  -13.125
25     1       -13.125   -1.875  -13.125
26     1        -9.375   -1.875  -13.125
27     1        -5.625   -1.875  -13.125
28     1        -1.875   -1.875  -13.125
29     1         1.875   -1.875  -13.125
30     1         5.625   -1.875  -13.125
31     1         9.375   -1.875  -13.125
32     1        13.125   -1.875  -13.125
33     1       -13.125    1.875  -13.125
34     1        -9.375    1.875  -13.125
35     1        -5.625    1.875  -13.125
36     1        -1.875    1.875  -13.125
37     1         1.875    1.875  -13.125
38     1         5.625    1.875  -13.125
39     1         9.375    1.875  -13.125
40     1        13.125    1.875  -13.125
41     1       -13.125    5.625  -13.125
42     1        -9.375    5.625  -13.125
43     1        -5.625    5.625  -13.125
44     1        -1.875    5.625  -13.125
45     1         1.875    5.625  -13.125
46     1         5.625    5.625  -13.125
47     1         9.375    5.625  -13.125
48     1        13.125    5.625  -13.125
49     1       -13.125    9.375  -13.125
50     1        -9.375    9.375  -13.125
51     1        -5.625    9.375  -13.125
52     1        -1.875    9.375  -13.125
53     1         1.875    9.375  -13.125
54     1         5.625    9.375  -13.125
55     1         9.375    9.375  -13.125
56     1        13.125    9.375  -13.125
57     1       -13.125   13.125  -13.125
58     1        -9.375   13.125  -13.125
59     1        -5.625   13.125  -13.125
60     1        -1.875   13.125  -13.125
61     1         1.875   13.125  -13.125
62     1         5.625   13.125  -13.125
63     1         9.375   13.125  -13.125
64     1        13.125   13.125  -13.125
65     1       -13.125  -13.125   -9.375
66     1        -9.375  -13.125   -9.375
67     1        -5.625  -13.125   -9.375
68     1        -1.875  -13.125   -9.375
69     1         1.875  -13.125   -9.375
70     1         5.625  -13.125   -9.375
71     1         9.375  -13.125   -9.375
72     1        13.125  -13.125   -9.375
73     1       -13.125   -9.375   -9.375
74     1        -9.375   -9.375   -9.375
75     1        -5.625   -9.375   -9.375
76     1        -1.875   -9.375   -9.375
77     1         1.875   -9.375   -9.375
78     1         5.625   -9.375   -9.375
79     1         9.375   -9.375   -9.375
80     1        13.125   -9.375   -9.375
81     1       -13.125   -5.625   -9.375
82     1        -9.375   -5.625   -9.375
83     1        -5.625   -5.625   -9.375
84     1        -1.875   -5.625   -9.375
85     1         1.875   -5.625   -9.375
86     1         5.625   -5.625   -9.375
87     1         9.375   -5.625   -9.375
88     1        13.125   -5.625   -9.375
89     1       -13.125   -1.875   -9.375
90     1        -9.375   -1.875   -9.375
91     1        -5.625   -1.875   -9.375
92     1        -1.875   -1.875   -9.375
93     1         1.875   -1.875   -9.375
94     1         5.625   -1.875   -9.375
95     1         9.375   -1.875   -9.375
96     1        13.125   -1.875   -9.375
97     1       -13.125    1.875   -9.375
98     1        -9.375    1.875   -9.375
99     1        -5.625    1.875   -9.375
100    1        -1.875    1.875   -9.375
101    1         1.875    1.875   -9.375
102    1         5.625    1.875   -9.375
103    1         9.375    1.875   -9.375
104    1        13.125    1.875   -9.375
105    1       -13.125    5.625   -9.375
106    1        -9.375    5.625   -9.375
107    1        -5.625    5.625   -9.375
108    1        -1.875    5.625   -9.375
109    1         1.875    5.625   -9.375
110    1         5.625    5.625   -9.375
111    1         9.375    5.625   -9.375
112    1        13.125    5.625   -9.375
113    1       -13.125    9.375   -9.375
114    1        -9.375    9.375   -9.375
115    1        -5.625    9.375   -9.375
116    1        -1.875    9.375   -9.375
117    1         1.875    9.375   -9.375
118    1         5.625    9.375   -9.375
119    1         9.375    9.375   -9.375
120    1        13.125    9.375   -9.375
121    1       -13.125   13.125   -9.375
122    1        -9.375   13.125   -9.375
123    1        -5.625   13.125   -9.375
124    1        -1.875   13.125   -9.375
125    1         1.875   13.125   -9.375
126    1         5.625   13.125   -9.375
127    1         9.375   13.125   -9.375
128    1        13.125   13.125   -9.375
129    1       -13.125  -13.125   -5.625
130    1        -9.375  -13.125   -5.625
131    1        -5.625  -13.125   -5.625
132    1        -1.875  -13.125   -5.625
133    1         1.875  -13.125   -5.625
134    1         5.625  -13.125   -5.625
135    1         9.375  -13.125   -5.625
136    1        13.125  -13.125   -5.625
137    1       -13.125   -9.375   -5.625
138    1        -9.375   -9.375   -5.625
139    1        -5.625   -9.375   -5.625
140    1        -1.875   -9.375   -5.625
141    1         1.875   -9.375   -5.625
142    1         5.625   -9.375   -5.625
143    1         9.375   -9.375   -5.625
144    1        13.125   -9.375   -5.625
145    1       -13.125   -5.625   -5.625
146    1        -9.375   -5.625   -5.625
147    1        -5.625   -5.625   -5.625
148    1        -1.875   -5.625   -5.625
149    1         1.875   -5.625   -5.625
150    1         5.625   -5.625   -5.625
151    1         9.375   -5.625   -5.625
152    1        13.125   -5.625   -5.625
153    1       -13.125   -1.875   -5.625
154    1        -9.375   -1.875   -5.625
155    1        -5.625   -1.875   -5.625
156    1        -1.875   -1.875   -5.625
157    1         1.875   -1.875   -5.625
158    1         5.625   -1.875   -5.625
159    1         9.375   -1.875   -5.625
160    1        13.125   -1.875   -5.625
161    1       -13.125    1.875   -5.625
162    1        -9.375    1.875   -5.625
163    1        -5.625    1.875   -5.625
164    1        -1.875    1.875   -5.625
165    1         1.875    1.875   -5.625
166    1         5.625    1.875   -5.625
167    1         9.375    1.875   -5.625
168    1        13.125    1.875   -5.625
169    1       -13.125    5.625   -5.625
170    1        -9.375    5.625   -5.625
171    1        -5.625    5.625   -5.625
172    1        -1.875    5.625   -5.625
173    1         1.875    5.625   -5.625
174    1         5.625    5.625   -5.625
175    1         9.375    5.625   -5.625
176    1        13.125    5.625   -5.625
177    1       -13.125    9.375   -5.625
178    1        -9.375    9.375   -5.625
179    1        -5.625    9.375   -5.625
180    1        -1.875    9.375   -5.625
181    1         1.875    9.375   -5.625
182    1         5.625    9.375   -5.625
